AmB,AuB,BMA,BmB,FrB,HeB,HKB,IsB,JaB,JoB,LnB,LxB,MeB,MoB,MxB,NYB,RiB,SiB,SPB,SyB,Tgt,TkB,TrB,WeB,ZuB,BxB,RJB,SPB,BeB,MwB,SeB,TpB,KLB,BkB,NBR,ViB
,,20470527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20470929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20471229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20480927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20481227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20490926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20491226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,20500702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
