AmB,AuB,BeB,BkB,BMA,BmB,BxB,CoB,FrB,HeB,HKB,IsB,JaB,JoB,KLB,LnB,LxB,MeB,MoB,MwB,MxB,NBR,NYB,OsB,RiB,RJB,SeB,SiB,SPB,SyB,Tgt,TkB,TpB,TrB,StB,ViB,WeB,ZuB
,,,,20550912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20550926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20551226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20560930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20561231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20570930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20571230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,20580818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
